102.8977,112.9073,0,0,1
107.3748,120.7515,0,0,1
107.3471,120.7709,0,0,1
107.3897,129.2555,0,0,1
107.3222,129.1371,0,0,1
108.1556,139.6547,0,0,1
108.2139,139.6959,0,0,1
108.731,151.5182,0,0,1
108.6916,151.5042,0,0,1
109.5957,158.269,0,0,1
109.6684,158.5214,0,0,1
108.239,167.838,0,0,1
108.2618,167.8822,0,0,1
104.3548,174.0392,0,0,1
104.3644,174.0747,0,0,1
99.16836,176.7385,0,0,1
99.20919,176.7171,0,0,1
94.23763,178.4177,0,0,1
94.27261,178.4271,0,0,1
91.29168,180.7747,0,0,1
91.28089,180.7885,0,0,1
89.25108,182.6987,0,0,1
89.22621,182.7331,0,0,1
87.45573,183.5244,0,0,1
87.45545,183.4892,0,0,1
88.8658,182.6158,0,0,1
88.85298,182.6005,0,0,1
90.40632,179.9364,0,0,1
90.41486,179.9726,0,0,1
91.74392,176.3024,0,0,1
91.73447,176.2983,0,0,1
92.12054,173.3695,0,0,1
92.11602,173.3505,0,0,1
91.18113,170.8406,0,0,1
91.18357,170.8628,0,0,1
89.89852,168.7533,0,0,1
89.87466,168.7536,0,0,1
89.05348,168.1879,0,0,1
89.07176,168.195,0,0,1
88.60724,167.8777,0,0,1
88.62969,167.8285,0,0,1
90.49367,167.2415,0,0,1
90.53446,167.2537,0,0,1
90.13166,166.8015,0,0,1
90.14558,166.7886,0,0,1
89.92032,168.6308,0,0,1
89.9566,168.6544,0,0,1
92.43175,169.1709,0,0,1
92.49126,169.2033,0,0,1
93.57452,166.1007,0,0,1
93.56989,166.0817,0,0,1
94.00121,162.9267,0,0,1
93.99733,162.9813,0,0,1
91.46283,160.9373,0,0,1
91.48602,160.9569,0,0,1
88.41638,158.6274,0,0,1
88.377,158.6058,0,0,1
87.72192,152.4288,0,0,1
87.70168,152.4606,0,0,1
86.69065,144.8643,0,0,1
86.65999,144.8315,0,0,1
85.09517,142.1549,0,0,1
85.10889,142.1639,0,0,1
84.62086,139.9615,0,0,1
84.62514,139.9622,0,0,1
84.97684,134.9163,0,0,1
84.98405,134.9752,0,0,1
86.19979,129.1046,0,0,1
86.18996,129.1126,0,0,1
85.70002,120.6693,0,0,1
85.69016,120.7405,0,0,1
84.53926,110.1229,0,0,1
84.54462,110.1241,0,0,1
83.32493,104.0679,0,0,1
83.33395,104.0491,0,0,1
83.20847,101.4853,0,0,1
83.20071,101.4748,0,0,1
80.68971,98.4099,0,0,1
80.70499,98.42046,0,0,1
78.37729,97.08112,0,0,1
78.39761,97.09935,0,0,1
76.57025,95.78297,0,0,1
76.57917,95.77913,0,0,1
73.78114,94.31339,0,0,1
73.77243,94.34222,0,0,1
73.09067,95.47284,0,0,1
73.10619,95.49888,0,0,1
72.4498,95.33126,0,0,1
72.44281,95.32575,0,0,1
72.40382,96.21884,0,0,1
72.42904,96.23574,0,0,1
74.92982,98.97246,0,0,1
74.9243,98.96954,0,0,1
76.48293,95.88744,0,0,1
76.48657,95.88583,0,0,1
76.90692,94.08724,0,0,1
