205.3325,58.50042,0,1,1
205.3104,58.5009,0,1,1
212.581,61.73886,0,1,0
212.4863,61.68459,0,1,0
217.4081,61.6789,0,1,0
217.3795,61.61187,0,1,0
218.3823,61.48666,0,1,0
218.4405,61.48491,0,1,0
221.339,62.84626,0,1,0
221.2718,62.8976,0,1,0
226.1344,65.45712,0,1,0
226.1393,65.43735,0,1,0
232.8191,68.13544,0,1,0
232.986,68.07335,0,1,0
242.4616,70.7985,0,1,0
242.4924,70.79541,0,1,0
242.4135,70.7421,0,1,0
242.4484,70.73635,0,1,0
254.7993,78.15454,0,1,0
254.7943,78.14014,0,1,0
259.9643,79.81911,0,1,0
259.9947,79.83904,0,1,0
262.3275,76.28646,0,1,0
262.3249,76.27397,0,1,0
263.2704,71.43061,0,1,0
263.2979,71.40546,0,1,0
266.7942,68.11295,0,1,0
266.7871,68.12639,0,1,0
274.5573,65.78963,0,1,0
274.5605,65.77814,0,1,0
287.5056,64.13177,0,1,0
287.4632,64.14293,0,1,0
304.9037,61.33023,0,1,0
304.8596,61.34816,0,1,0
321.8182,61.47971,0,1,0
321.7863,61.46758,0,1,0
338.6078,61.25756,0,1,0
338.6236,61.25269,0,1,0
356.477,58.6843,0,1,0
356.4471,58.6584,0,1,0
374.1707,56.18797,0,1,0
374.1719,56.18517,0,1,0
390.4256,56.62062,0,1,0
390.3971,56.58409,0,1,0
406.9373,58.23109,0,1,0
407.0278,58.25487,0,1,0
423.0589,59.84681,0,1,0
423.0154,59.82953,0,1,0
438.9785,58.69254,0,1,0
438.927,58.69647,0,1,0
455.9622,55.47736,0,1,0
455.9856,55.4709,0,1,0
471.1891,55.67289,0,1,0
471.1256,55.665,0,1,0
487.4167,57.22931,0,1,0
487.4041,57.22161,0,1,0
505.7456,60.22565,0,1,0
505.7299,60.22181,0,1,0
521.7991,60.80213,0,1,0
521.7558,60.79994,0,1,0
538.1376,58.20899,0,1,0
538.121,58.19198,0,1,0
555.7762,54.48445,0,1,0
555.8328,54.46628,0,1,0
573.712,54.16779,0,1,0
573.6857,54.1544,0,1,0
588.1984,55.9293,0,1,1
588.2129,55.90502,0,1,1
600.29,56.75013,0,0,1
600.2827,56.71817,0,0,1
611.6968,56.34478,0,0,1
611.6956,56.33026,0,0,1
624.7231,53.2387,0,0,1
624.7328,53.23661,0,0,1
639.3126,49.89495,0,0,1
639.3289,49.89915,0,0,1
651.9985,49.29748,0,0,1
651.9985,49.29892,0,0,1
658.3026,50.53304,0,0,1
658.3639,50.52864,0,0,1
659.5693,50.64226,0,0,1
659.5511,50.66042,0,0,1
656.1083,50.26342,0,0,1
656.0888,50.25572,0,0,1
650.3091,50.75622,0,0,1
650.306,50.71799,0,0,1
639.3921,51.14651,0,0,1
639.4257,51.15733,0,0,1
634.5059,50.81749,0,0,1
634.5181,50.8075,0,0,1
633.3395,49.86177,0,0,1
633.3598,49.85062,0,0,1
634.8748,48.21212,0,0,1
634.8837,48.20676,0,0,1
637.8423,46.44483,0,0,1
637.8582,46.41815,0,0,1
640.1531,45.94971,0,0,1
640.1846,45.919,0,0,1
639.5236,46.50777,0,0,1
639.5236,46.50777,0,0,1
634.7808,49.20672,0,0,1
634.7852,49.19111,0,0,1
626.0806,52.68327,0,0,1
626.0582,52.6941,0,0,1
621.1401,52.63835,0,0,1
621.1524,52.61911,0,0,1
618.5762,50.61119,0,0,1
618.5837,50.6046,0,0,1
616.8365,47.68324,0,0,1
616.8399,47.66503,0,0,1
616.0428,45.20527,0,0,1
616.0385,45.18034,0,0,1
614.7214,43.30517,0,0,1
614.7305,43.3111,0,0,1
613.1567,42.58118,0,0,1
613.1736,42.53543,0,0,1
611.3451,42.42048,0,0,1
611.3544,42.44084,0,0,1
610.0294,43.1353,0,0,1
610.0456,43.13301,0,0,1
605.9315,45.41039,0,0,1
605.9351,45.40826,0,0,1
603.9161,48.65493,0,0,1
603.928,48.62845,0,0,1
600.7933,53.76581,0,0,1
600.1391,56.46024,0,0,1
600.1138,56.46927,0,0,1
600.8578,58.17184,0,0,1
600.8474,58.19437,0,0,1
605.3995,59.92908,0,0,1
605.3947,59.92699,0,0,1
614.0498,62.66997,0,0,1
614.0556,62.67519,0,0,1
629.424,67.59686,0,0,1
629.3317,67.58815,0,0,1
646.8697,75.25803,0,0,1
646.8969,75.25935,0,0,1
663.2342,83.71198,0,0,1
663.2466,83.74692,0,0,1
676.1013,90.08581,0,0,1
676.0931,90.06468,0,0,1
681.2379,96.53085,0,0,1
681.2203,96.53229,0,0,1
684.8431,104.1105,0,0,1
684.7925,104.1038,0,0,1
684.4921,115.6143,0,0,1
684.4924,115.5568,0,0,1
685.2864,134.4028,0,0,1
685.2715,134.3743,0,0,1
688.9058,148.0172,0,0,1
688.9065,148.0329,0,0,1
693.8492,159.763,0,0,1
693.8526,159.7754,0,0,1
699.5888,170.2471,0,0,1
699.5719,170.1772,0,0,1
704.9885,180.4123,0,0,1
704.9726,180.4088,0,0,1
706.7504,190.0077,0,1,1
706.7641,190.0099,0,1,1
706.6857,200.1588,0,1,1
706.7027,200.1074,0,1,1
706.4699,206.5161,0,1,1
706.4542,206.6281,0,1,1
706.9897,218.481,0,1,0
706.995,218.486,0,1,0
707.9771,237.0307,0,1,0
708.0185,237.0672,0,1,0
711.4241,255.2113,0,1,0
711.4098,255.123,0,1,0
711.3171,269.0017,0,1,0
711.3046,269.0061,0,1,0
711.5211,284.3909,0,1,0
711.5165,284.389,0,1,0
710.371,302.4656,0,1,0
710.3771,302.4854,0,1,0
711.8058,318.6897,0,1,0
711.819,318.6761,0,1,0
716.0281,335.3222,0,1,0
716.0414,335.2749,0,1,0
720.0063,348.922,0,1,0
720.0164,348.9388,0,1,0
721.6843,360.6128,0,1,0
721.6881,360.6327,0,1,0
722.0733,370.9877,0,1,0
722.0896,370.9893,0,1,0
720.6447,384.2413,0,1,0
720.6412,384.0579,0,1,0
718.4343,397.7591,0,1,0
718.4155,397.7958,0,1,0
718.2974,411.0717,0,1,0
718.3047,411.064,0,1,0
718.8289,422.6985,0,1,0
718.782,422.7115,0,1,0
717.5113,431.7218,0,1,0
717.5377,431.644,0,1,0
717.0953,438.8986,0,1,0
717.0961,438.9256,0,1,0
716.0862,447.3877,0,1,0
716.0926,447.4139,0,1,0
715.6646,460.2405,0,1,0
715.668,460.1022,0,1,0
718.0629,474.1796,0,1,0
718.0599,474.1068,0,1,0
721.6796,481.4446,0,1,0
721.6541,481.4256,0,1,0
722.5527,482.851,0,1,0
722.5845,482.8417,0,1,0
722.0829,481.9944,0,1,0
722.088,482.0616,0,1,0
720.6008,478.5221,0,1,0
720.6193,478.5825,0,1,0
720.4608,478.0603,0,1,0
720.4431,478.0472,0,1,0
721.1749,479.6749,0,1,0
721.1827,479.7442,0,1,0
722.2021,480.4314,0,1,0
722.2098,480.399,0,1,0
722.656,482.1925,0,1,0
722.6242,482.1864,0,1,0
723.9734,488.984,0,1,0
723.9688,488.983,0,1,0
724.335,495.4332,0,1,0
724.354,495.3715,0,1,0
724.4875,499.0877,0,1,0
724.4821,499.0965,0,1,0
724.7418,501.7869,0,1,0
724.7686,501.7878,0,1,0
724.4424,502.7407,0,1,0
724.42,502.7317,0,1,0
724.8862,503.6271,0,1,0
724.8892,503.6293,0,1,0
725.9853,505.8578,0,1,0
725.9796,505.8597,0,1,0
725.7526,507.1629,0,1,0
725.7413,507.1751,0,1,0
725.613,509.0597,0,1,0
725.6083,509.0537,0,1,0
726.3563,513.1884,0,1,0
726.3682,513.1768,0,1,0
727.303,521.7365,0,1,0
727.2887,521.7726,0,1,0
727.4235,532.4108,0,1,0
727.4211,532.4558,0,1,0
728.889,537.4996,0,1,0
728.8701,537.4879,0,1,0
729.7119,542.457,0,1,0
729.7161,542.4957,0,1,0
730.3633,545.2237,0,1,0
730.343,545.2032,0,1,0
731.019,547.0509,0,1,0
731.007,547.0544,0,1,0
731.707,550.4986,0,1,0
731.6753,550.4382,0,1,0
732.7916,554.1334,0,1,0
732.786,554.1008,0,1,0
733.8195,557.5684,0,1,0
733.8174,557.5692,0,1,0
731.3922,556.6004,0,1,0
731.3972,556.6092,0,1,0
730.6692,555.1608,0,1,0
730.6363,555.164,0,1,0
731.6522,554.0931,0,1,0
731.6511,554.0896,0,1,0
732.6154,552.9678,0,1,0
732.6116,552.9693,0,1,0
731.9254,552.233,0,1,0
731.9278,552.2422,0,1,0
731.0624,551.6829,0,1,0
731.0821,551.6984,0,1,0
731.2999,551.7236,0,1,0
731.3087,551.7321,0,1,0
730.4467,550.2144,0,1,0
730.4509,550.2137,0,1,0
726.15,540.8034,0,1,0
726.1533,540.7693,0,1,0
724.1418,534.0093,0,1,0
724.1341,534.0212,0,1,0
725.871,531.5179,0,1,0
725.8635,531.5078,0,1,0
727.7636,528.8011,0,1,0
727.7719,528.8508,0,1,0
728.6343,525.3988,0,1,0
728.5554,525.299,0,1,0
728.3707,521.4382,0,1,0
728.3771,521.4438,0,1,0
729.7348,519.8586,0,1,0
729.733,519.8668,0,1,0
730.9193,519.6973,0,1,0
730.9399,519.7373,0,1,0
732.7647,521.3463,0,1,0
732.7599,521.345,0,1,0
734.7109,522.7037,0,1,0
734.695,522.6876,0,1,0
735.0336,522.3483,0,1,0
735.0518,522.3603,0,1,0
729.6018,518.3097,0,1,0
729.6603,518.3756,0,1,0
723.1744,514.2579,0,1,0
723.1796,514.2406,0,1,0
718.759,512.1296,0,1,0
718.7274,512.1213,0,1,0
716.1229,512.1898,0,1,0
716.1318,512.1098,0,1,0
715.1926,519.1155,0,1,0
715.1888,519.1268,0,1,0
714.7009,533.8608,0,1,0
714.7606,533.78,0,1,0
715.147,553.6219,0,1,0
715.1293,553.5874,0,1,0
713.0597,574.1501,0,1,0
713.1228,574.0259,0,1,0
709.3799,589.4382,0,1,1
709.3403,589.5039,0,1,1
710.2786,604.5605,0,0,1
710.2883,604.5327,0,0,1
712.9152,622.9952,0,0,1
712.9103,622.915,0,0,1
711.6154,636.6363,0,0,1
711.5806,636.6412,0,0,1
707.4191,647.0361,0,0,1
707.4136,647.0671,0,0,1
702.1666,657.9,0,0,1
702.1282,657.9376,0,0,1
696.2401,665.2378,0,0,1
696.2365,665.2423,0,0,1
692.6811,667.4615,0,0,1
692.662,667.459,0,0,1
692.9582,663.9366,0,0,1
693.009,663.9116,0,0,1
695.5585,660.4595,0,0,1
695.5745,660.451,0,0,1
694.45,657.9733,0,0,1
694.4318,657.9645,0,0,1
