259.7849,228.1721,0,0,0,0,1
259.9369,226.9004,0,0,0,0,1
260.1898,225.7837,0,0,0,0,1
260.2516,225.0093,0,0,0,0,1
260.3678,225.5442,0,0,0,0,1
260.5667,225.7106,0,0,0,0,1
260.8821,226.2185,0,0,0,0,1
261.3742,227.5869,0,0,0,0,1
261.4448,229.1871,0,0,0,0,1
261.9927,229.6516,0,0,0,0,1
263.2066,229.0465,0,0,0,0,1
264.2115,228.365,0,0,0,0,1
264.7438,228.1735,0,0,0,0,1
265.353,227.6729,0,0,0,0,1
266.5164,226.0776,0,0,0,0,1
267.682,224.1809,0,0,0,0,1
269.2033,222.2434,0,0,0,0,1
271.7456,219.9148,1,0,0,0,1
272.8318,218.8883,1,0,0,0,1
272.7241,220.1854,1,0,0,0,1
269.5078,223.1532,0,0,0,0,1
267.8898,224.9159,0,0,0,0,1
268.0446,225.0972,0,0,0,0,1
268.6091,224.6752,0,0,0,0,1
269.3694,223.8727,0,0,0,0,1
270.3005,222.93,0,0,0,0,1
271.8254,221.6081,0,0,0,0,1
273.1177,221.0529,0,0,0,0,1
273.6143,221.128,0,0,0,0,1
273.5439,221.0894,0,0,0,0,1
273.5639,220.7796,0,0,0,0,1
273.836,220.425,0,0,0,0,1
272.7441,219.711,0,0,0,0,1
271.3634,219.4087,0,0,0,0,1
270.4977,219.2913,0,0,0,0,1
270.1036,218.976,0,0,0,0,1
269.0004,219.2307,0,0,0,0,1
269.0371,219.0659,0,0,0,0,1
268.0906,219.6331,0,0,0,0,1
268.0238,220.8318,0,0,0,0,1
268.0126,220.6104,0,0,0,0,1
268.7386,219.988,0,0,0,0,1
269.1184,219.4113,0,0,0,0,1
268.6739,219.2727,0,0,0,0,1
268.9555,218.9788,0,0,0,0,1
270.6397,217.4669,1,0,0,0,1
272.089,216.2233,1,0,0,0,1
274.1149,214.4013,1,0,0,0,1
277.0873,210.685,1,0,0,0,1
278.5202,207.8734,1,0,0,0,1
280.7023,203.7746,1,0,0,0,1
283.0232,201.5204,1,0,0,0,0
284.9678,199.5094,1,0,0,0,0
287.4843,197.7102,1,0,0,0,0
288.5458,196.3189,1,0,0,0,0
288.8583,195.8328,1,0,0,0,0
289.839,195.3509,1,0,0,0,0
289.447,195.4092,1,0,0,0,0
285.6754,197.4036,1,0,0,0,0
283.5396,197.2241,1,0,0,0,0
282.5668,198.054,1,0,0,0,0
281.1704,198.7531,1,0,0,0,0
279.6503,197.9969,1,0,0,0,0
278.5179,196.5294,1,0,0,0,0
277.1034,195.1533,1,0,0,0,0
276.0357,194.0926,1,0,0,0,0
275.4486,192.6842,1,0,0,0,0
275.5438,192.1506,1,0,0,0,0
275.578,191.4223,1,0,0,0,0
275.8413,189.2873,1,0,0,0,0
276.2227,187.527,1,0,0,0,0
276.5502,185.7606,1,0,0,0,0
276.5188,185.2374,1,0,0,0,0
275.4653,190.4567,1,0,0,0,0
274.6143,194.6077,1,0,0,0,0
274.3363,197.5095,1,0,0,0,0
274.0201,199.6351,1,0,0,0,0
273.3104,201.7196,1,0,0,0,0
273.1664,202.2966,1,0,0,0,0
273.6326,202.2825,1,0,0,0,0
274.1895,202.8955,1,0,0,0,0
273.8981,203.4187,1,0,0,0,0
273.3177,204.8566,1,0,0,0,0
273.4806,205.0336,1,0,0,0,0
273.481,205.1003,1,0,0,0,0
273.3399,205.021,1,0,0,0,0
272.7861,204.615,1,0,0,0,0
273.4092,205.9767,1,0,0,0,0
274.2926,207.3494,1,0,0,0,0
274.4531,207.0681,1,0,0,0,0
275.1538,207.4847,1,0,0,0,0
275.0717,209.3389,1,0,0,0,0
274.4782,213.3824,1,0,0,0,1
272.8015,212.9609,1,0,0,0,1
272.6156,215.6144,1,0,0,0,1
269.9507,215.9749,0,0,0,0,1
267.1171,217.3604,0,0,0,0,1
264.0708,218.6992,0,0,0,0,1
262.6046,219.4073,0,0,0,0,1
260.6176,219.3336,0,0,0,0,1
258.5997,219.6171,0,0,0,0,1
257.6064,219.8313,0,0,0,0,1
257.1214,219.9871,0,0,0,0,1
257.0957,219.6055,0,0,0,0,1
260.4492,218.8987,0,0,0,0,1
261.2358,220.2407,0,0,0,0,1
262.2479,222.0294,0,0,0,0,1
262.2791,224.5337,0,0,0,0,1
261.4515,228.1867,0,0,0,0,1
261.6554,230.4736,0,0,0,0,1
260.5074,231.5363,0,0,0,0,1
260.6073,231.4862,0,0,0,0,1
263.6871,231.6354,0,0,0,0,1
264.1095,232.5451,0,0,0,0,1
264.9929,232.9422,0,0,0,0,1
265.7812,233.0051,0,0,0,0,1
264.6708,233.5764,0,0,0,0,1
263.792,234.0334,0,0,0,0,1
263.4587,234.6398,0,0,0,0,1
263.7198,233.7945,0,0,0,0,1
265.7827,230.5482,0,0,0,0,1
265.9866,230.2025,0,0,0,0,1
264.2405,230.1691,0,0,0,0,1
264.4004,229.6495,0,0,0,0,1
264.4446,229.6364,0,0,0,0,1
264.4143,230.0244,0,0,0,0,1
263.9685,230.7908,0,0,0,0,1
264.152,231.2287,0,0,0,0,1
263.3506,232.2738,0,0,0,0,1
261.4466,233.0473,0,0,0,0,1
260.7542,233.5351,0,0,0,0,1
259.7157,233.9521,0,0,0,0,1
258.0499,234.7522,0,0,0,0,1
256.7015,235.6947,0,0,0,0,1
258.9678,235.3327,0,0,0,0,1
264.5716,232.857,0,0,0,0,1
268.8536,230.7368,0,0,0,0,1
269.5562,229.5021,0,0,0,0,1
265.7643,227.9142,0,0,0,0,1
264.2536,226.8385,0,0,0,0,1
261.5555,226.1889,0,0,0,0,1
257.5021,225.0158,0,0,0,0,1
252.5822,223.0668,0,0,0,0,1
249.841,221.7839,0,0,1,0,1
247.1065,220.4783,0,0,1,0,1
244.2846,218.7645,0,0,1,0,1
244.9893,218.1788,0,0,1,0,1
246.1853,218.5089,0,0,1,0,1
248.6628,218.5153,0,0,1,0,1
248.9137,218.3417,0,0,1,0,1
248.7098,218.3392,0,0,1,0,1
249.3782,219.1702,0,0,1,0,1
250.1058,219.4832,0,0,1,0,1
249.832,219.2388,0,0,1,0,1
250.2171,219.5318,0,0,1,0,1
248.5073,219.2314,0,0,1,0,1
243.9229,218.5241,0,0,1,0,1
235.8391,215.4157,0,0,1,0,1
226.5737,209.6296,0,0,1,0,0
219.3058,205.6289,0,0,1,0,0
213.4402,202.4843,0,0,1,0,0
206.948,198.6958,0,0,1,0,0
200.0745,196.1814,0,0,1,0,0
193.6422,193.765,0,0,1,0,0
189.5938,192.5574,0,0,1,0,0
182.7222,190.1996,0,0,1,0,0
173.192,184.2924,0,0,1,0,0
168.621,181.7251,0,0,1,0,0
161.6817,177.7633,0,0,1,0,0
154.4319,174.3236,0,0,1,0,0
149.5813,171.423,0,0,1,0,0
144.4448,168.0733,0,0,1,0,0
138.0113,165.2457,0,0,1,0,0
133.2816,163.8036,0,0,1,0,0
126.503,160.4884,0,0,1,0,0
118.3063,156.8125,0,0,1,0,0
109.9755,151.9262,0,0,1,0,0
111.687,154.0959,0,0,1,0,0
111.4113,154.3047,0,0,1,0,0
110.7811,154.489,0,0,1,0,0
110.1211,154.2892,0,0,1,0,0
108.0292,153.6051,0,0,1,0,0
107.8125,153.5833,0,0,1,0,0
109.481,153.9853,0,0,1,0,0
109.6039,153.8115,0,0,1,0,0
109.3902,153.7992,0,0,1,0,0
108.6153,153.1138,0,0,1,0,0
111.3459,154.0324,0,0,1,0,0
112.6048,154.0966,0,0,1,0,0
110.7062,152.2456,0,0,1,0,0
102.0203,146.8043,0,0,1,0,0
93.40043,140.6902,0,0,1,0,0
85.47697,135.4931,0,0,1,0,0
79.56599,132.0782,0,0,1,0,0
72.32737,130.3098,0,0,1,0,0
68.88298,129.7765,0,0,1,0,0
68.35991,129.725,0,0,1,0,0
68.99277,128.4081,0,0,1,0,0
71.80517,129.2321,0,0,1,0,0
73.18538,129.0516,0,0,1,0,0
68.98735,124.7006,0,0,1,0,0
67.72335,122.7647,0,0,1,0,0
67.2337,122.5202,0,0,1,0,0
71.18971,125.2376,0,0,1,0,0
73.31506,127.6595,0,0,1,0,0
77.04581,131.8091,0,0,1,0,0
75.61476,130.6921,0,0,1,0,0
73.64055,129.2502,0,0,1,0,0
70.65095,125.1221,0,0,1,0,0
70.65588,125.2331,0,0,1,0,0
71.4306,126.2131,0,0,1,0,0
76.31463,131.8679,0,0,1,0,0
80.48362,136.7344,0,0,1,0,0
82.05823,137.2336,0,0,1,0,0
80.7104,135.3206,0,0,1,0,0
85.09581,139.1475,0,0,1,0,0
86.04031,140.013,0,0,1,0,0
84.49792,139.0703,0,0,1,0,0
84.45425,139.8477,0,0,1,0,0
80.86849,138.912,0,0,1,0,0
76.1107,136.2713,0,0,1,0,0
66.28265,132.2012,0,0,1,0,0
62.77195,131.2699,0,0,1,0,0
62.39289,131.1328,0,0,1,0,0
