,Focinho_OrelhaE,Focinho_OrelhaE,Focinho_OrelhaE,Focinho_OrelhaD,Focinho_OrelhaD,Focinho_OrelhaD,OrelhaE_OrelhaD,OrelhaE_OrelhaD,OrelhaE_OrelhaD,OrelhaD_Rabo,OrelhaD_Rabo,OrelhaD_Rabo,OrelhaE_Rabo,OrelhaE_Rabo,OrelhaE_Rabo
,length,orientation,likelihood,length,orientation,likelihood,length,orientation,likelihood,length,orientation,likelihood,length,orientation,likelihood
0,82.27794406664214,123.90032053485494,0.9999665021896362,77.13434642695658,89.10645784316412,0.9999841451644897,47.91469351157446,10.623780037914548,0.9999841451644897,170.01130321561595,102.42016066855074,0.9999788999557495,175.1825995075642,86.55475770860211,0.9999788999557495
1,82.3671417062131,125.64753912151939,0.9999803304672241,76.47398723904692,90.32165744218187,0.9999791383743286,48.52109541451366,11.338874962158153,0.9999791383743286,171.20140100635368,102.39546558882125,0.9999773502349854,177.08150576941816,86.49555494391394,0.9999773502349854
2,84.27300389425156,131.59916171707235,0.9999629259109497,75.88525426618095,97.24397559018297,0.9999550580978394,47.97427957168287,14.805828356007956,0.9999550580978394,171.75241747503352,102.65124064291642,0.9999797344207764,180.05549231945164,87.20980519669624,0.9999797344207764
3,86.01531437113525,132.1476116607282,0.999962568283081,77.75677699263521,98.58425780753306,0.9999756813049316,47.94171509268974,15.873015409129417,0.9999756813049316,169.6689460925501,103.46609827497922,0.9999810457229614,178.23909000470573,87.87697979744914,0.9999810457229614
4,84.95208131107641,135.146073865018,0.9999788999557495,75.75865198070105,101.60462286714267,0.9999933242797852,47.19994952094677,17.627225734374264,0.9999933242797852,167.5965970402022,103.32424706969182,0.999969482421875,177.4923120307267,87.94676824075104,0.999969482421875
5,87.38056620740561,142.10958716421717,0.9999420642852783,79.32545228516672,110.05946525470225,0.9999899864196777,46.667182870762296,26.534986324043786,0.9999899864196777,161.98868387898648,102.68978084325619,0.999971866607666,178.9864709658339,88.02549839171141,0.999971866607666
6,85.56038726463284,145.9327703420631,0.9999662637710571,78.44298743815492,113.93916277834467,0.9998582601547241,45.711578339675526,31.327984334308958,0.9998582601547241,155.64612303061276,102.09750519644817,0.9999673366546631,176.0740539023705,87.90802281015097,0.9999673366546631
7,85.20240745578543,149.48992471811297,0.9999812841415405,75.8569701271994,116.43759580541622,0.9998974800109863,46.68168021531797,31.89861983942389,0.9998974800109863,153.02662547023445,101.75781487291766,0.9999692440032959,174.68764965546742,87.22774034633359,0.9999692440032959
8,84.76850909989903,158.0230555515265,0.9999711513519287,75.09574206230234,126.94064490001249,0.9999736547470093,43.8346993760765,40.20728245790965,0.9999736547470093,149.31888002011866,100.3261616353658,0.9999562501907349,175.3266118435481,87.80616678357919,0.9999562501907349
9,84.18018148272816,156.9238088157919,0.9998989105224609,74.46191750488889,125.76775150168372,0.9998420476913452,43.61976301822334,38.953088941873,0.9998420476913452,145.8403993793821,101.05119505023265,0.9998784065246582,170.6633254543781,87.9967226267187,0.9998784065246582
10,81.7132304643794,157.78348249495966,0.9999864101409912,72.598929943326,125.83996422871274,0.9999707937240601,43.35578253105382,40.15158220422904,0.9999707937240601,143.4885420448341,101.39734329068634,0.9997898936271667,168.68316653806275,88.3749707322453,0.9997898936271667
11,81.96812821255963,161.6971525369369,0.9999771118164062,73.66895833855048,128.5932086104116,0.9999731779098511,45.046680634458184,44.973369545894926,0.9999731779098511,139.95655040410293,100.63837979926454,0.9998987913131714,169.49627476546647,87.96112245935471,0.9998987913131714
12,82.7839681857855,163.90502374785922,0.9998787641525269,71.64538779247415,132.23597388390965,0.9999314546585083,43.478818863010616,43.80219949302183,0.9999314546585083,138.2162269827524,99.57804522080254,0.9999793767929077,166.5952547486565,87.1159582193511,0.9999793767929077
13,79.43153742873923,160.76236837429056,0.999985933303833,67.42346813158682,129.5373127731864,0.9999799728393555,41.18044238154216,38.83963908274574,0.9999799728393555,137.8965293828877,99.70129911516318,0.9999428987503052,161.99187663962658,86.87233145822503,0.9999428987503052
14,80.2927909937274,161.5563639054768,0.9999799728393555,70.82476330664508,128.37307137620192,0.9999873638153076,44.09510820172073,43.08965048610204,0.9999873638153076,133.29846936669912,100.2727696669187,0.9998880624771118,161.50507073764032,87.00789517542894,0.9998880624771118
15,82.07982465866606,165.16100856455577,0.9999305009841919,74.62924967349012,131.88904781768326,0.9999938011169434,45.428658244193294,49.48402531242957,0.9999938011169434,124.16835464825154,100.09288935317271,0.9998937845230103,156.9744326142357,87.1688672631455,0.9998937845230103
16,79.21130158954786,177.51141335228107,0.9999496936798096,74.67566094618535,142.4144847741157,0.9997144341468811,46.59992577431734,64.63812945059047,0.9997144341468811,114.02059759380312,96.55731283593211,0.9999269247055054,155.5382231905133,87.4428349803973,0.9999269247055054
17,81.34895027528765,187.64992117421139,0.9998583793640137,79.74397926196146,149.9741234392278,0.999832034111023,52.03776008463283,77.13929893316629,0.999832034111023,104.71037931581391,98.07488211803575,0.9996229410171509,154.43619135899414,91.15972495555576,0.9996229410171509
18,81.34089138118084,187.45136645748332,0.9996473789215088,80.77794452928799,149.97584818572946,0.9987819790840149,52.08132178974752,78.12711134943912,0.9987819790840149,95.55901887473168,101.38786599637645,0.9998238682746887,144.87444979426812,93.2260331193822,0.9998238682746887
19,81.61234174133263,191.2936034237915,0.9999213218688965,81.00580351973184,152.60396208965332,0.9997984766960144,53.8707228996324,81.34009094428744,0.9997984766960144,89.59945154244895,102.27131748326113,0.9998645782470703,141.23261209702054,94.43950258013335,0.9998645782470703
20,82.31519836568602,192.34353321852396,0.9999775886535645,80.36413905873648,155.33177578063186,0.9993867874145508,51.66787681514316,81.78551434723593,0.9993867874145508,85.99889326431865,105.77048452654033,0.9999351501464844,134.85097949619924,96.81027579521839,0.9999351501464844
21,82.64241669479219,191.58188166381325,0.9999057054519653,80.66916004736736,153.85173378861458,0.9995527863502502,52.83827504454573,80.69160323103382,0.9995527863502502,78.37379395217408,107.82497641228845,0.9999358654022217,127.69150610796868,96.94703752533324,0.9999358654022217
22,83.045914721948,195.5633727805133,0.9999823570251465,79.5668636622438,157.18044757216754,0.9993984699249268,53.55592157186654,82.85455358827986,0.9993984699249268,72.60050092660282,109.1029918108716,0.9999561309814453,122.93730357492652,97.99456733018374,0.9999561309814453
23,84.09767047689023,196.5560926735266,0.9998633861541748,81.47381009224685,157.84514234459076,0.9993718266487122,54.93084396098475,84.61760130577659,0.9993718266487122,64.0663109782371,113.50184993112735,0.9999628067016602,115.25937355280449,100.19240039540061,0.9999628067016602
24,83.39892978134864,196.19955472163923,0.9999674558639526,78.87243424995795,157.46913196210411,0.9994589686393738,53.97649077975337,82.29658683555775,0.9994589686393738,54.292317140138785,119.75792779115594,0.999963641166687,102.5347815167324,101.0839291393459,0.999963641166687
25,82.88280606986707,197.40711847066132,0.9999415874481201,80.08577942902525,159.50157354736467,0.9998832941055298,52.996416415238755,85.59315790857504,0.9998832941055298,49.89116032155392,123.40460205482651,0.9999644756317139,97.34230104924,103.90665442801078,0.9999644756317139
26,83.03348634701291,197.68369418324716,0.9996851682662964,79.0145439084034,161.35182568932154,0.9996815919876099,50.66583012344385,85.19534036428104,0.9996815919876099,43.24416729414665,132.31391596774645,0.9999359846115112,86.13341141170307,106.78097947186265,0.9999359846115112
27,81.70096900357495,196.53195592444553,0.9999743700027466,78.90311560807321,161.99698489266282,0.9999265670776367,47.74740335272335,86.05675383160599,0.9999265670776367,36.90031913551164,142.080044748742,0.9998384714126587,74.90486026592423,110.16865363636167,0.9998384714126587
28,83.53944782458339,196.05576281942257,0.9998892545700073,78.45841775599801,163.10886617361342,0.9990918636322021,46.195573163359576,83.52780286145202,0.9990918636322021,32.955187564389746,150.01998860020205,0.9997485280036926,66.59245003775756,110.51597879114837,0.9997485280036926
29,79.93744572827627,196.20093219599048,0.9999842643737793,77.93662888886801,163.60378544672548,0.9999045133590698,44.3478235378876,87.42048452667147,0.9999045133590698,29.811027199887498,158.47691880675063,0.9997081160545349,60.94096643648639,114.98093844650984,0.9997081160545349
30,81.50580034814082,194.9083325888822,0.9998648166656494,79.76906697266391,161.67785386125615,0.9997856020927429,46.14547903107777,86.22629500059878,0.9997856020927429,28.5071468187344,171.00800502376288,0.9997721314430237,56.40344845562451,116.44620373380181,0.9997721314430237
31,82.19518498258178,194.55119263113428,0.9996114373207092,80.63778409615985,162.335945167019,0.999774158000946,45.20155600225014,86.54661884021317,0.999774158000946,28.26417649660662,169.60237172783232,0.9997093081474304,56.13353001880747,116.53491959878869,0.9997093081474304
32,81.53683033186786,194.05158668513636,0.9995822310447693,78.70372991796273,161.25659851979376,0.9995848536491394,45.31740413801318,84.21576992670325,0.9995848536491394,29.778358633103483,174.58335280990704,0.9998646974563599,54.06572521590703,117.63558141710172,0.9998646974563599
33,81.34663662429588,194.81918344325607,0.99962317943573,79.60638922133539,162.1582538709988,0.9994840621948242,45.28709348693405,86.37535999917087,0.9994840621948242,29.355926074468233,174.60640635056393,0.9998261332511902,54.7244818024721,118.79903805497075,0.9998261332511902
34,81.11685386294907,195.4587662198835,0.9996581077575684,79.1138068538543,162.85683465443805,0.9994996786117554,45.0150773213139,86.71004012949469,0.9994996786117554,28.995316218865145,175.48187930507711,0.9998055100440979,54.06512272008318,119.13403378484053,0.9998055100440979
35,80.85405101186959,196.33376510480787,0.999626636505127,77.96345998441244,163.11945004208837,0.9996143579483032,45.475769928555,86.23445116369851,0.9996143579483032,29.715724769530706,175.0655438057015,0.9998537302017212,54.82886542907989,119.0447633598685,0.9998537302017212
36,81.55603897819265,195.44513301275907,0.9994925260543823,79.48853997021067,163.02256097500074,0.9994749426841736,45.0042773724007,86.70551374198355,0.9994749426841736,29.3640954523369,174.3911763630631,0.999842643737793,54.720791698021884,119.12942288971207,0.999842643737793
37,81.27621422928169,194.77412931814715,0.999580442905426,80.3053176789562,162.28811869231006,0.9991683959960938,45.20587392991853,87.34960493015184,0.9991683959960938,28.58711135723721,173.58213107038307,0.9998512268066406,55.05108673833277,118.55858846082415,0.9998512268066406
38,82.14136430014771,195.0777639483613,0.9994484782218933,79.51527184170862,162.56921381108177,0.999316930770874,45.317978771129184,85.63436988317532,0.999316930770874,28.96843288491688,174.34749712930295,0.9998258948326111,54.330979626088535,117.84613076689205,0.9998258948326111
39,82.17987997472066,195.1798830227919,0.9994412064552307,80.08861759945694,162.52956039532629,0.9993733763694763,45.655888488126564,86.3352954772373,0.9993733763694763,28.769365877218743,175.00469708252362,0.9998072981834412,54.52649202621166,118.17060976927714,0.9998072981834412
40,82.61134585783579,194.75196636715853,0.9995154142379761,79.50601215363479,162.13379106556215,0.9995847344398499,45.623076851173664,84.69730191898142,0.9995847344398499,30.21996716976611,174.55888351995262,0.9998513460159302,54.784789576340366,118.17488953815405,0.9998513460159302
41,83.32470840361577,193.7338244503372,0.9998703002929688,81.43083282204918,161.59577692231736,0.9996246099472046,45.63983776334455,85.37953650051328,0.9996246099472046,29.70115617127479,167.21391622554737,0.99986732006073,57.88113903897976,115.90612058736475,0.99986732006073
42,79.7241657617631,190.09694149977648,0.9999802112579346,78.41239503657883,155.60224520572893,0.9989257454872131,46.90380856504814,81.31906002042834,0.9989257454872131,39.572695899462886,144.86454891115326,0.9999538660049438,73.61869318978087,110.08611269881712,0.9999538660049438
43,70.68788499977242,179.91389430102024,0.9999920129776001,71.58584336428592,145.13524906968146,0.9999064207077026,42.52898137852598,73.67910471969263,0.9999064207077026,54.26589129340311,123.99400395007328,0.9999284744262695,87.75515779962905,102.09594552720684,0.9999284744262695
44,71.98232940777508,159.19704599950862,0.9995576739311218,75.60042384144649,130.39529189650779,0.9997382760047913,36.87144095135061,60.25002488062862,0.9997382760047913,69.32331500786698,115.21281122794326,0.9999703168869019,95.39457571849726,96.76319883279096,0.9999703168869019
45,74.4234800313977,139.57238481574416,0.9998714923858643,71.4025050131305,106.91400159455459,0.9988521337509155,41.10217558688045,29.198513836851237,0.9988521337509155,84.4602115599876,117.87337092659264,0.9999719858169556,94.7812229991756,92.18112277469739,0.9999719858169556
46,70.27201620300721,121.32944970972925,0.9999083280563354,65.20986751081436,84.16519834716314,0.9997488856315613,43.43896730100791,6.405517663196398,0.9997488856315613,104.1959855935404,115.2302767309905,0.999984622001648,99.1099814841018,90.72063655093478,0.999984622001648
47,65.30036008880424,106.99899418204036,0.9999829530715942,64.37381633500367,63.20193634267999,0.9999884366989136,48.371434455091574,354.0821124087215,0.9999884366989136,122.81778778639475,114.42670411919946,0.9999864101409912,106.87073416810014,91.43430302319739,0.9999864101409912
48,62.76875833495797,102.15143272730059,0.9999146461486816,62.88042598373779,60.64373053800025,0.9997479319572449,44.52439989317956,351.5319557661053,0.9997479319572449,128.10499448890926,111.09528031415934,0.9999908208847046,112.98217919482126,91.04906257820252,0.9999908208847046
49,61.097700922623154,100.3400592884275,0.9998214840888977,60.026051443636064,58.551027287168694,0.9998824596405029,43.21021458768032,348.11788703191263,0.9998824596405029,136.06381940664664,106.2999794681627,0.999994158744812,121.766765118045,88.07239871929715,0.999994158744812
50,55.65267885741582,102.803356694678,0.99991774559021,52.766941998495774,53.783279588365396,0.9999898672103882,45.05474412516503,344.95234337100453,0.9999898672103882,145.68647916971415,102.5809864302784,0.9999890327453613,131.02151674018663,84.84317548852054,0.9999890327453613
51,50.724878780476445,104.85028150446557,0.9999614953994751,47.360214140994195,53.40832717642509,0.999994158744812,42.675640929493895,345.05610566414634,0.999994158744812,157.06719088323712,99.75505758364939,0.9999690055847168,144.53254714448255,84.19463639724115,0.9999690055847168
52,48.30893478229767,109.93663198353381,0.999983549118042,45.638257308725244,56.71226470379487,0.9999152421951294,42.151254549239006,350.0770744715007,0.9999152421951294,165.13365188520172,98.13969651148638,0.9998171925544739,157.25616564270453,83.37604261234021,0.9998171925544739
53,50.1517897032964,110.39671973171092,0.9999380111694336,45.60577355132938,59.38345422649294,0.9999929666519165,41.43832158960634,349.20773817239143,0.9999929666519165,174.4852979677064,96.93229751146215,0.9998706579208374,166.61272824516755,83.22839006924686,0.9998706579208374
54,51.17933116798625,110.04723747916879,0.9999607801437378,47.15447381221331,59.61367109290191,0.9999945163726807,42.05250414006951,349.863031155777,0.9999945163726807,184.289594217548,95.44445621026077,0.9999655485153198,177.6731185951233,82.2659021837597,0.9999655485153198
55,51.75202995761556,111.82250903601681,0.9999713897705078,47.09480185493872,61.765259803710435,0.9999912977218628,42.03159914513803,351.0317815047449,0.9999912977218628,190.12427674447827,93.53803660057946,0.9999899864196777,185.61507518584315,80.76603427856244,0.9999899864196777
56,50.37620594263373,118.82154756781081,0.9999665021896362,41.27245230258963,66.73403554135137,0.9998739957809448,41.06191341396147,351.2878720119496,0.9998739957809448,192.40646357649578,91.16275762772779,0.9999139308929443,189.72736441131892,78.85167029276477,0.9999139308929443
57,49.511672553021285,130.24460657497,0.9999706745147705,36.08574683380151,78.6566142018534,0.9999922513961792,39.15907509230573,356.469985353676,0.9999922513961792,195.65450911179948,91.70732758217954,0.9999281167984009,195.99842975933612,80.23125499063165,0.9999281167984009
