900.093	2040
900.21	2654.85
900.328	2608.7
900.446	2500.55
900.564	2459.4
900.682	2541.25
900.799	2591.1
900.917	2607.95
901.035	2528.8
901.153	2546.65
901.27	2604.5
901.388	2710.35
901.506	2667.2
901.624	2678.05
901.741	2632.9
901.859	2674.75
901.977	2620.59
902.095	2718.44
902.212	2721.29
902.33	2717.14
902.448	2670.99
902.566	2757.84
902.683	2686.69
902.801	2760.54
902.919	2730.39
903.036	2761.24
903.154	2721.09
903.272	2720.94
903.39	2678.79
903.507	2742.64
903.625	2722.49
903.743	2722.34
903.86	2692.19
903.978	2778.04
904.096	2703.89
904.213	2759.74
904.331	2729.59
904.449	2755.44
904.566	2780.29
904.684	2802.14
904.802	2719.99
904.919	2785.84
905.037	2805.69
905.155	2887.54
905.272	2956.39
905.39	2838.24
905.507	2752.09
905.625	2779.94
905.743	2736.78
905.86	2748.63
905.978	2696.48
906.096	2761.33
906.213	2731.18
906.331	2885.03
906.448	2926.88
906.566	2868.73
906.683	2736.58
906.801	2836.43
906.919	2851.28
907.036	2887.13
907.154	2830.98
907.271	2762.83
907.389	2750.68
907.506	2743.53
907.624	2754.38
907.742	2818.23
907.859	2755.08
907.977	2800.93
908.094	2714.78
908.212	2845.63
908.329	2865.48
908.447	2854.33
908.564	2814.18
908.682	2790.03
908.799	2737.88
908.917	2774.73
909.034	2801.58
909.152	2929.43
909.269	2895.28
909.387	2819.13
909.504	2754.97
909.622	2752.82
909.739	2717.67
909.857	2857.52
909.974	2775.37
910.092	2891.22
910.209	2913.07
910.327	2817.92
910.444	2753.77
910.561	2991.62
910.679	3486.47
910.796	3614.32
910.914	3056.17
911.031	2778.02
911.149	2730.87
911.266	2790.72
911.383	2812.57
911.501	2912.42
911.618	2808.27
911.736	2773.12
911.853	2740.97
911.971	2844.82
912.088	2776.67
912.205	2753.52
912.323	2758.37
912.44	2826.22
912.557	2807.07
912.675	2813.92
912.792	2824.77
912.91	2878.62
913.027	2778.47
913.144	2804.31
913.262	2742.16
913.379	2781.01
913.496	2812.86
913.614	2929.71
913.731	2864.56
913.848	2786.41
913.966	2807.26
914.083	2951.11
914.2	2844.96
914.318	2831.81
914.435	2783.66
914.552	2806.51
914.67	2738.36
914.787	2814.21
914.904	2772.06
915.021	2827.91
915.139	2785.76
915.256	2894.61
915.373	2857.46
915.491	2768.31
915.608	2763.16
915.725	2734.01
915.842	2876.86
915.96	2981.71
916.077	2873.56
916.194	2838.41
916.311	2711.26
916.429	2766.11
916.546	2785.96
916.663	2845.81
916.78	2786.65
916.897	2748.5
917.015	2748.35
917.132	2844.2
917.249	2794.05
917.366	2851.9
917.484	2884.75
917.601	2936.6
917.718	2914.45
917.835	2932.3
917.952	2905.15
918.069	2914
918.187	2827.85
918.304	2828.7
918.421	2860.55
918.538	2862.4
918.655	2839.25
918.772	2832.1
918.89	2844.95
919.007	2872.8
919.124	2820.65
919.241	2880.5
919.358	2924.35
919.475	2908.2
919.592	2767.05
919.709	2705.9
919.827	2741.75
919.944	2805.6
920.061	2842.45
920.178	2785.3
920.295	2781.15
920.412	2934
920.529	2883.84
920.646	2912.69
920.763	3654.54
920.88	4300.39
920.997	3498.24
921.115	2963.09
921.232	2788.94
921.349	2859.79
921.466	2833.64
921.583	2867.49
921.7	2946.34
921.817	2794.19
921.934	2834.04
922.051	2978.89
922.168	4048.74
922.285	5171.59
922.402	3867.44
922.519	2964.29
922.636	2881.14
922.753	2896.99
922.87	2813.84
922.987	2782.69
923.104	2769.54
923.221	2831.39
923.338	2765.24
923.455	2766.09
923.572	2796.94
923.689	2945.79
923.806	2931.64
923.923	2970.49
924.04	2856.34
924.157	2896.19
924.274	2870.03
924.391	2893.88
924.508	2814.73
924.625	2874.58
924.741	2864.43
924.858	2832.28
924.975	2778.13
925.092	2812.98
925.209	2902.83
925.326	2982.68
925.443	2952.53
925.56	3100.38
925.677	3013.23
925.794	2889.08
925.911	2873.93
926.027	2843.78
926.144	2821.63
926.261	2916.48
926.378	2996.33
926.495	2899.18
926.612	2761.03
926.729	2826.88
926.845	2829.73
926.962	2826.58
927.079	2830.43
927.196	2913.28
927.313	2996.13
927.43	3042.98
927.547	3043.83
927.663	3161.68
927.78	2970.53
927.897	2809.38
928.014	2742.22
928.131	2879.07
928.247	2844.92
928.364	2792.77
928.481	2738.62
928.598	2802.47
928.714	2797.32
928.831	2885.17
928.948	2872.02
929.065	2886.87
929.182	2817.72
929.298	2826.57
929.415	2776.42
929.532	2901.27
929.649	2806.12
929.765	2816.97
929.882	2832.82
929.999	2867.67
930.115	2957.52
930.232	2967.37
930.349	2894.22
930.466	3365.07
930.582	3302.92
930.699	2939.77
930.816	2724.62
930.932	2797.47
931.049	2864.32
931.166	2890.17
931.283	2859.02
931.399	2903.87
931.516	2851.72
931.633	2832.56
931.749	2789.41
931.866	2923.26
931.982	2929.11
932.099	2947.96
932.216	2869.81
932.332	2857.66
932.449	2798.51
932.566	2856.36
932.682	2897.21
932.799	3003.06
932.916	3040.91
933.032	2990.76
933.149	2924.61
933.265	3148.46
933.382	3111.31
933.499	3048.16
933.615	3065.01
933.732	3252.86
933.848	3252.71
933.965	3067.56
934.081	2886.41
934.198	2917.26
934.315	2879.11
934.431	2924.96
934.548	3008.81
934.664	3085.66
934.781	3002.51
934.897	2891.36
935.014	2818.21
935.13	2929.06
935.247	2856.91
935.363	2815.75
935.48	2813.6
935.596	2914.45
935.713	2985.3
935.829	3034.15
935.946	2920
