900.093 1950
900.21	2436.85
900.328	2423.7
900.446	2371.55
900.564	2358.41
900.682	2470.26
900.799	2521.11
900.917	2557.96
901.035	2411.81
901.153	2416.66
901.27	2491.51
901.388	2612.36
901.506	2545.21
901.624	2599.07
901.741	2613.92
901.859	2630.77
901.977	2507.62
902.095	2548.47
902.212	2594.32
902.33	2575.17
902.448	2546.02
902.566	2630.88
902.683	2551.73
902.801	2631.58
902.919	2629.43
903.036	2619.28
903.154	2605.13
903.272	2617.98
903.39	2548.83
903.507	2632.69
903.625	2631.54
903.743	2620.39
903.86	2602.24
903.978	2707.09
904.096	2586.94
904.213	2650.79
904.331	2621.64
904.449	2631.5
904.566	2620.35
904.684	2666.2
904.802	2601.05
904.919	2657.9
905.037	2673.75
905.155	2670.6
905.272	2613.45
905.39	2590.31
905.507	2597.16
905.625	2642.01
905.743	2592.86
905.86	2599.71
905.978	2566.56
906.096	2673.41
906.213	2625.26
906.331	2751.11
906.448	2748.97
906.566	2733.82
906.683	2670.67
906.801	2835.52
906.919	2782.37
907.036	2754.22
907.154	2696.07
907.271	2662.92
907.389	2612.78
907.506	2598.63
907.624	2640.48
907.742	2696.33
907.859	2621.18
907.977	2650.03
908.094	2593.88
908.212	2722.73
908.329	2699.59
908.447	2698.44
908.564	2725.29
908.682	2710.14
908.799	2626.99
908.917	2659.84
909.034	2610.69
909.152	2716.54
909.269	2746.4
909.387	2705.25
909.504	2663.1
909.622	2637.95
909.739	2575.8
909.857	2709.65
909.974	2624.5
910.092	2761.35
910.209	2769.21
910.327	2724.06
910.444	2651.91
910.561	2740.76
910.679	2763.61
910.796	2743.46
910.914	2677.31
911.031	2611.16
911.149	2608.02
911.266	2694.87
911.383	2735.72
911.501	2794.57
911.618	2694.42
911.736	2656.27
911.853	2613.12
911.971	2731.97
912.088	2749.82
912.205	2931.68
912.323	3429.53
912.44	3106.38
912.557	2745.23
912.675	2714.08
912.792	2718.93
912.91	2793.78
913.027	2696.63
913.144	2709.49
913.262	2650.34
913.379	2651.19
913.496	2650.04
913.614	2764.89
913.731	2738.74
913.848	2682.59
913.966	2689.44
914.083	2786.3
914.2	2713.15
914.318	2696
914.435	2645.85
914.552	2719.7
914.67	2624.55
914.787	2706.4
914.904	2660.25
915.021	2705.11
915.139	2653.96
915.256	2742.81
915.373	2729.66
915.491	2666.51
915.608	2666.36
915.725	2595.21
915.842	2610.06
915.96	2679.92
916.077	2671.77
916.194	2701.62
916.311	2595.47
916.429	2643.32
916.546	2691.17
916.663	2755.02
916.78	2669.87
916.897	2615.73
917.015	2637.58
917.132	2739.43
917.249	2702.28
917.366	2751.13
917.484	2799.98
917.601	2791.83
917.718	2717.68
917.835	2687.53
917.952	2705.39
918.069	2783.24
918.187	2713.09
918.304	2691.94
918.421	2715.79
918.538	2756.64
918.655	2726.49
918.772	2718.34
918.89	2719.2
919.007	2733.05
919.124	2722.9
919.241	2814.75
919.358	2856.6
919.475	2834.45
919.592	2686.3
919.709	2611.15
919.827	2635.01
919.944	2722.86
920.061	2730.71
920.178	2669.56
920.295	2641.41
920.412	2801.26
920.529	2736.11
920.646	2708.96
920.763	2711.82
920.88	2786.67
920.997	2761.52
921.115	2748.37
921.232	2700.22
921.349	2745.07
921.466	2709.92
921.583	2733.77
921.7	2779.63
921.817	2674.48
921.934	2739.33
922.051	2785.18
922.168	2777.03
922.285	2915.88
922.402	3112.73
922.519	3011.58
922.636	2806.44
922.753	2745.29
922.87	2665.14
922.987	2640.99
923.104	2674.84
923.221	2731.69
923.338	2671.54
923.455	2678.39
923.572	2696.24
923.689	2926.1
923.806	3186.95
923.923	3182.8
924.04	2847.65
924.157	2783.5
924.274	2772.35
924.391	2839.2
924.508	2738.05
924.625	2766.91
924.741	2750.76
924.858	2738.61
924.975	2663.46
925.092	2695.31
925.209	2718.16
925.326	2776.01
925.443	2743.86
925.56	2780.72
925.677	2684.57
925.794	2704.42
925.911	2741.27
926.027	2705.12
926.144	2699.97
926.261	2701.82
926.378	2661.67
926.495	2658.53
926.612	2628.38
926.729	2715.23
926.845	2736.08
926.962	2712.93
927.079	2719.78
927.196	2761.63
927.313	2687.48
927.43	2744.34
927.547	2691.19
927.663	2719.04
927.78	2670.89
927.897	2700.74
928.014	2662.59
928.131	2768.44
928.247	2725.29
928.364	2683.15
928.481	2640
928.598	2707.85
928.714	2673.7
928.831	2785.55
928.948	2728.4
