track,frame_idx,instance.score,snout.x,snout.y,snout.score,left_ear.x,left_ear.y,left_ear.score,right_ear.x,right_ear.y,right_ear.score,left_hip.x,left_hip.y,left_hip.score,center.x,center.y,center.score,right_hip.x,right_hip.y,right_hip.score,tail_base.x,tail_base.y,tail_base.score
,0,,407.5802663149047,156.19995998247595,,405.1225644115767,185.02968171832543,,438.705199954218,172.41087241898688,,423.0348137009201,239.8319305193934,,450.3291006773395,226.91326937339687,,467.01918151592974,210.0857961300734,,476.74322272146003,266.048812881434,
,1,4.738018035888672,408.0096130371094,154.10877990722656,0.8660653233528137,405.71795654296875,185.9745330810547,0.7635074257850647,434.08795166015625,173.89739990234375,0.8138041496276855,425.81549072265625,238.08168029785156,0.4254130423069,450.0372314453125,226.00880432128906,0.48599639534950256,464.12713623046875,205.8612518310547,0.500006377696991,478.22967529296875,264.2646179199219,0.8832248449325562
,2,4.470739364624023,411.9403076171875,138.025634765625,0.8379639387130737,404.0466003417969,170.05514526367188,0.752545952796936,435.8740539550781,162.03170776367188,0.7412649393081665,419.84619140625,224.0857391357422,0.36934229731559753,446.1044921875,217.9758758544922,0.500653088092804,461.92901611328125,198.0713348388672,0.5159951448440552,472.13507080078125,258.1080017089844,0.7529740929603577
,3,,413.76544189453125,120.21922302246094,,404.0330810546875,151.9532012939453,,437.8090515136718,145.400498296588,,414.0235900878906,216.1459503173828,,440.1766357421875,205.9698944091797,,463.80584716796875,197.98959350585938,,459.8880920410156,253.9061737060547,
,4,4.0875563621521,413.93115234375,120.12663269042969,0.7949215173721313,405.8501281738281,152.12374877929688,0.7693040370941162,435.9890441894531,146.0117645263672,0.7016007304191589,411.97735595703125,205.98519897460938,0.3531530797481537,440.0599670410156,201.97824096679688,0.39615702629089355,460.0968322753906,191.95733642578125,0.43709057569503784,458.175537109375,252.10089111328125,0.6353294253349304
,5,3.716050148010254,410.0348205566406,104.1002197265625,0.739162266254425,403.77301025390625,137.82894897460938,0.7543453574180603,433.976806640625,129.8075408935547,0.7715551257133484,407.97943115234375,192.0921173095703,0.32820621132850647,433.9084777832031,188.00033569335938,0.3814515769481659,457.8283996582031,187.90786743164062,0.31115055084228516,445.8524475097656,243.68373107910156,0.4301789402961731
,6,3.715325355529785,410.0348205566406,104.1002197265625,0.7391630411148071,403.77301025390625,137.82894897460938,0.7543417811393738,433.97674560546875,129.80755615234375,0.7715376615524292,407.97967529296875,192.09169006347656,0.3283155560493469,433.9084777832031,188.0002899169922,0.38138994574546814,457.8282165527344,187.90826416015625,0.3111884295940399,445.8514404296875,243.68258666992188,0.4293893575668335
,7,3.3424291610717773,403.9947814941406,88.11885070800781,0.6843541860580444,397.7938537597656,121.88461303710938,0.7221468687057495,428.0558776855469,113.8810043334961,0.759546160697937,400.0946044921875,174.00900268554688,0.3176462948322296,426.08746337890625,169.99624633789062,0.41334548592567444,,,0.0,435.94500732421875,226.0818328857422,0.24948936700820923
,8,3.3419017791748047,403.9940185546875,88.11962127685547,0.6838210225105286,397.7939453125,121.88469696044922,0.7222015261650085,428.0555725097656,113.8810806274414,0.7594861388206482,400.0946044921875,174.00900268554688,0.3176461458206177,426.08746337890625,169.99624633789062,0.41334664821624756,,,0.0,435.94488525390625,226.08189392089844,0.24949219822883606
,9,4.411999702453613,397.9224853515625,73.7716064453125,0.8737198114395142,389.7509765625,105.97606658935547,0.8003616333007812,420.0399475097656,98.09406280517578,0.810783863067627,393.80511474609375,159.9001922607422,0.4138559401035309,419.8663024902344,159.9087677001953,0.39948728680610657,441.86572265625,151.96124267578125,0.3546930253505707,431.9362487792969,208.25538635253906,0.75909823179245
,10,4.412411212921143,397.9221496582031,73.77131652832031,0.8740938901901245,389.7507629394531,105.9760513305664,0.8002397418022156,420.0400085449219,98.09419250488281,0.8106987476348877,393.8050842285156,159.90028381347656,0.4137785732746124,419.8663024902344,159.90882873535156,0.3995216190814972,441.8656005859375,151.96104431152344,0.35490378737449646,431.93634033203125,208.2556915283203,0.7591750621795654
,11,3.6199569702148438,398.1156005859375,67.81458282470703,0.8097288608551025,385.79510498046875,100.0067367553711,0.9082746505737305,417.9206848144531,95.89511108398438,0.9175939559936523,387.8031311035156,151.91712951660156,0.312049001455307,408.1815490722656,137.9874267578125,0.34016281366348267,436.30584716796875,143.79965209960938,0.31607189774513245,,,0.0
,12,3.6199560165405273,398.1156005859375,67.81458282470703,0.8097288012504578,385.79510498046875,100.0067367553711,0.9082747101783752,417.9206848144531,95.89511108398438,0.9175938963890076,387.8031311035156,151.91712951660156,0.3120489716529846,408.1815490722656,137.9874267578125,0.3401629626750946,436.30584716796875,143.7996368408203,0.3160707652568817,,,0.0
,13,2.272397994995117,400.0356140136719,66.15902709960938,0.768336832523346,385.5164489746094,98.02621459960938,0.7125551700592041,416.2760314941406,96.09363555908203,0.6683184504508972,,,0.0,,,0.0,,,0.0,,,0.0
,14,2.2723300457000732,400.03564453125,66.15894317626953,0.7682390809059143,385.5169982910156,98.02640533447266,0.7125853300094604,416.2760009765625,96.0936279296875,0.6683269739151001,,,0.0,,,0.0,,,0.0,,,0.0
,15,0.5579008460044861,405.8644714355469,65.84445190429688,0.3703688979148865,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
,16,0.8267422318458557,471.969482421875,406.0070495605469,0.34339165687561035,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
,17,0.8267229199409485,471.96990966796875,406.0072021484375,0.3430461883544922,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
,18,1.1321169137954712,,,0.0,,,0.0,444.11669921875,382.1026306152344,0.23238588869571686,,,0.0,,,0.0,,,0.0,443.9589538574219,411.81683349609375,0.21176837384700775
,19,1.1363502740859985,,,0.0,,,0.0,444.1169128417969,382.1026306152344,0.232381209731102,,,0.0,,,0.0,,,0.0,443.95819091796875,411.8167419433594,0.2118941843509674
,20,1.722029685974121,275.96820068359375,240.0589141845703,0.21603135764598846,,,0.0,,,0.0,,,0.0,431.74749755859375,383.8939514160156,0.2644604444503784,451.9911804199219,385.8849182128906,0.26542171835899353,421.8692626953125,416.1938171386719,0.41171276569366455
,21,1.722096562385559,275.96820068359375,240.0589141845703,0.21603141725063324,,,0.0,,,0.0,,,0.0,431.7476501464844,383.89404296875,0.2644871175289154,451.9912109375,385.8852233886719,0.26548895239830017,421.8692626953125,416.19378662109375,0.41171717643737793
,22,2.1932077407836914,235.98475646972656,371.9483947753906,0.5099122524261475,,,0.0,407.9346008300781,393.8522644042969,0.2549636662006378,393.95941162109375,373.8721618652344,0.2495262771844864,415.91961669921875,383.95709228515625,0.24842523038387299,437.88970947265625,384.1088562011719,0.2819576859474182,404.1277770996094,420.1073303222656,0.4599085748195648
,23,2.1902661323547363,235.98611450195312,371.9481506347656,0.5107776522636414,,,0.0,407.9287414550781,393.8580627441406,0.2536291778087616,393.95672607421875,373.87884521484375,0.24999409914016724,415.90618896484375,383.966796875,0.24888218939304352,437.8902282714844,384.11669921875,0.2816702723503113,404.13226318359375,420.1227111816406,0.455989807844162
,24,2.2441980838775635,229.90838623046875,375.84515380859375,0.5695382356643677,410.06072998046875,378.1011962890625,0.2730402648448944,,,0.0,385.9749450683594,373.9102783203125,0.24747981131076813,,,0.0,,,0.0,400.0898132324219,423.9248352050781,0.6170631647109985
,25,2.244168758392334,229.90838623046875,375.84515380859375,0.5695382356643677,410.06072998046875,378.1011962890625,0.2730402648448944,,,0.0,385.9749450683594,373.9102783203125,0.24747981131076813,,,0.0,,,0.0,400.0898132324219,423.9248352050781,0.6170631647109985
,26,2.1687116622924805,226.1401824951172,379.7782897949219,0.5198320746421814,,,0.0,,,0.0,411.9124450683594,387.9537353515625,0.309937059879303,,,0.0,,,0.0,401.9843444824219,428.0242919921875,0.7030960917472839
,27,1.7500841617584229,220.1374969482422,381.8685607910156,0.5290696620941162,,,0.0,,,0.0,371.90362548828125,374.072021484375,0.2242700457572937,,,0.0,,,0.0,392.06622314453125,428.2447204589844,0.37701234221458435
,28,1.750084400177002,220.1374969482422,381.8685607910156,0.5290696620941162,,,0.0,,,0.0,371.90362548828125,374.072021484375,0.2242700755596161,,,0.0,,,0.0,392.06622314453125,428.2447204589844,0.37701234221458435
,29,1.903581976890564,214.0369110107422,381.8840026855469,0.5352346301078796,390.1743469238281,382.0054931640625,0.2867409884929657,387.8506164550781,387.95849609375,0.236003577709198,,,0.0,,,0.0,,,0.0,379.9601745605469,426.10845947265625,0.3618748188018799
,30,1.9032586812973022,214.03684997558594,381.8839416503906,0.5352476239204407,390.17431640625,382.0054931640625,0.28669190406799316,387.85076904296875,387.9586181640625,0.23603883385658264,,,0.0,,,0.0,,,0.0,379.9600524902344,426.1087951660156,0.36172938346862793
,31,1.9204678535461426,207.97764587402344,381.95611572265625,0.6174654364585876,381.822509765625,381.9028015136719,0.22754843533039093,379.55181884765625,387.8275451660156,0.2165728211402893,,,0.0,,,0.0,,,0.0,373.8505554199219,421.8333740234375,0.3974453806877136
,32,1.909442663192749,207.9782257080078,381.9560546875,0.6174072623252869,381.8356018066406,381.9031982421875,0.2255067676305771,379.56103515625,387.82421875,0.214451402425766,,,0.0,,,0.0,,,0.0,373.7955017089844,420.38909912109375,0.3910670876502991
,33,1.6103843450546265,201.998046875,381.9683532714844,0.6533470153808594,,,0.0,,,0.0,,,0.0,252.08322143554688,224.1450958251953,0.20935362577438354,,,0.0,367.89654541015625,416.0638732910156,0.2590748071670532
,34,1.5972187519073486,201.9987030029297,381.967529296875,0.654273271560669,,,0.0,,,0.0,,,0.0,252.07830810546875,224.1452178955078,0.20990584790706635,,,0.0,367.8963317871094,416.0645446777344,0.25934961438179016
,35,1.6150490045547485,197.89585876464844,381.9917907714844,0.5966896414756775,,,0.0,,,0.0,,,0.0,244.0725860595703,228.0099639892578,0.20563004910945892,,,0.0,211.6587371826172,272.1189880371094,0.26721644401550293
,36,1.615515947341919,197.8957977294922,381.9919128417969,0.5967206358909607,,,0.0,,,0.0,,,0.0,244.0725860595703,228.0099639892578,0.20563004910945892,,,0.0,211.6587371826172,272.1189880371094,0.26721644401550293
,37,1.6488516330718994,196.0391845703125,382.1843566894531,0.5766991972923279,,,0.0,216.04824829101562,245.8372344970703,0.2401558756828308,,,0.0,243.89468383789062,226.0401611328125,0.20003382861614227,,,0.0,363.82025146484375,409.71600341796875,0.27646344900131226
,38,1.6199333667755127,196.03988647460938,381.9455871582031,0.5492498278617859,,,0.0,214.52099609375,243.9475555419922,0.22984878718852997,,,0.0,,,0.0,,,0.0,364.2201843261719,408.2675476074219,0.3482799232006073
,39,1.6196582317352295,196.03988647460938,381.9455871582031,0.5492498278617859,,,0.0,214.52099609375,243.9475555419922,0.22984878718852997,,,0.0,,,0.0,,,0.0,364.220458984375,408.2679138183594,0.3480047881603241
,40,1.755132794380188,195.839111328125,382.0024719238281,0.6034017205238342,,,0.0,,,0.0,,,0.0,239.920166015625,226.08523559570312,0.22535932064056396,,,0.0,362.2439880371094,406.3183898925781,0.30457425117492676
,41,1.7564752101898193,195.83914184570312,382.0009460449219,0.603705108165741,,,0.0,,,0.0,,,0.0,239.9219970703125,226.08399963378906,0.22548195719718933,,,0.0,362.2433166503906,406.3185729980469,0.30472898483276367
,42,1.6903493404388428,194.04200744628906,382.1269226074219,0.5938929915428162,,,0.0,,,0.0,,,0.0,237.9256591796875,227.84957885742188,0.24163728952407837,,,0.0,360.4320373535156,404.3689880371094,0.2573575973510742
,43,1.6903538703918457,194.04200744628906,382.1269226074219,0.5938930511474609,,,0.0,,,0.0,,,0.0,237.9256591796875,227.84957885742188,0.24163728952407837,,,0.0,360.432373046875,404.3692321777344,0.25736191868782043
,44,1.6096605062484741,193.8788604736328,381.9305725097656,0.5560636520385742,,,0.0,209.8441925048828,246.07208251953125,0.2074747532606125,,,0.0,236.089111328125,228.0940704345703,0.23251792788505554,,,0.0,200.3651123046875,273.9547119140625,0.209070086479187
,45,1.6088886260986328,193.8784637451172,381.9349670410156,0.5549700260162354,,,0.0,209.8441925048828,246.07208251953125,0.20747505128383636,,,0.0,236.08908081054688,228.0940399169922,0.23251745104789734,,,0.0,200.3651123046875,273.9547119140625,0.20907486975193024
,46,1.6261420249938965,206.060546875,274.1669616699219,0.31495505571365356,204.01324462890625,405.9147644042969,0.24530871212482452,,,0.0,,,0.0,235.98284912109375,230.0269012451172,0.24387751519680023,250.04014587402344,251.7753143310547,0.21980825066566467,200.3092041015625,276.0970764160156,0.3034064769744873
,47,1.626204252243042,206.06008911132812,274.1673583984375,0.3152560591697693,204.01324462890625,405.9147644042969,0.24530883133411407,,,0.0,,,0.0,235.98333740234375,230.02621459960938,0.24408289790153503,250.0430908203125,251.7743682861328,0.21926845610141754,200.30853271484375,276.0953063964844,0.30302947759628296
,48,1.6780742406845093,207.70425415039062,278.0462341308594,0.345517098903656,200.04139709472656,404.036865234375,0.23450234532356262,,,0.0,,,0.0,234.02894592285156,235.98291015625,0.22506935894489288,249.95193481445312,254.01992797851562,0.25572940707206726,199.75466918945312,381.9138488769531,0.3536578118801117
,49,1.678384780883789,207.69992065429688,278.0306396484375,0.3490191102027893,200.04209899902344,404.0354309082031,0.23426328599452972,,,0.0,,,0.0,234.03089904785156,235.9709930419922,0.21882078051567078,249.95387268066406,254.0135040283203,0.24907715618610382,199.75430297851562,381.9139404296875,0.3536279499530792
,50,1.5051106214523315,207.98751831054688,280.22442626953125,0.29410576820373535,,,0.0,,,0.0,,,0.0,237.975830078125,238.08384704589844,0.24895122647285461,251.93783569335938,258.0367431640625,0.24677936732769012,202.4051513671875,281.9844970703125,0.2547982633113861
,51,1.71817946434021,196.1620330810547,387.8895263671875,0.4720990061759949,,,0.0,,,0.0,,,0.0,236.09664916992188,240.10287475585938,0.25868338346481323,250.0990753173828,260.0345153808594,0.2796182334423065,203.914794921875,283.9353332519531,0.30800098180770874
,52,1.7144904136657715,196.1620330810547,387.8895263671875,0.47211790084838867,,,0.0,,,0.0,,,0.0,236.09103393554688,240.10264587402344,0.2577497065067291,250.09024047851562,260.03082275390625,0.27773162722587585,203.91546630859375,283.9342041015625,0.3076115548610687
,53,1.6490191221237183,197.8846893310547,388.0894775390625,0.480907142162323,,,0.0,209.99281311035156,258.1526184082031,0.20000924170017242,,,0.0,236.029052734375,243.9047088623047,0.21719449758529663,250.07626342773438,263.7482604980469,0.2696949243545532,203.9903564453125,286.17083740234375,0.26378917694091797
,54,1.6510165929794312,197.8900604248047,388.0865783691406,0.4815366268157959,,,0.0,209.99281311035156,258.1526184082031,0.2000078409910202,,,0.0,236.0290985107422,243.90463256835938,0.2172504961490631,250.0762939453125,263.7482604980469,0.2697136700153351,203.9903564453125,286.17083740234375,0.26378920674324036
,55,1.6463961601257324,197.78631591796875,390.1695861816406,0.5076775550842285,,,0.0,,,0.0,,,0.0,233.96913146972656,247.79505920410156,0.24172523617744446,249.8864288330078,265.85198974609375,0.2976484000682831,203.9565887451172,288.1912841796875,0.272771418094635
,56,1.6489033699035645,197.78570556640625,390.1685791015625,0.5082436800003052,,,0.0,,,0.0,,,0.0,233.97866821289062,247.79226684570312,0.2417062371969223,249.8720245361328,265.85003662109375,0.2948746979236603,203.96548461914062,288.18878173828125,0.2752186357975006
,57,1.6023049354553223,196.23992919921875,392.02569580078125,0.46631109714508057,,,0.0,,,0.0,,,0.0,230.1859893798828,249.90895080566406,0.21825172007083893,248.0406494140625,266.121826171875,0.32280802726745605,202.31109619140625,290.1418762207031,0.27468347549438477
,58,1.6023049354553223,196.23992919921875,392.02569580078125,0.46631109714508057,,,0.0,,,0.0,,,0.0,230.1859893798828,249.90895080566406,0.21825172007083893,248.0406494140625,266.121826171875,0.32280802726745605,202.31109619140625,290.1418762207031,0.27468347549438477
,59,1.6526397466659546,502.0543212890625,169.9191436767578,0.3586183786392212,,,0.0,,,0.0,,,0.0,229.86643981933594,249.94851684570312,0.24839313328266144,245.9919891357422,267.8111572265625,0.34534478187561035,202.04226684570312,290.1754455566406,0.33169063925743103
,60,1.655956745147705,502.05255126953125,169.9231719970703,0.36323082447052,,,0.0,,,0.0,,,0.0,229.86520385742188,249.94461059570312,0.24720324575901031,245.99322509765625,267.8100891113281,0.3451969623565674,202.0421905517578,290.175537109375,0.33167701959609985
,61,1.8811984062194824,525.8959350585938,155.98423767089844,0.4563524127006531,,,0.0,,,0.0,,,0.0,226.13401794433594,249.93081665039062,0.2688896358013153,244.01834106445312,266.0399475097656,0.365154504776001,201.71531677246094,291.76898193359375,0.38201695680618286
,62,1.8935632705688477,522.0424194335938,156.1771240234375,0.49106818437576294,193.9414520263672,396.2029113769531,0.2575966417789459,,,0.0,,,0.0,223.9852294921875,247.80787658691406,0.24000205099582672,240.1465301513672,264.0285339355469,0.32389578223228455,198.00869750976562,288.1564636230469,0.2904544174671173
,63,1.893581509590149,522.0424194335938,156.1771240234375,0.49106812477111816,193.94140625,396.202880859375,0.2576138377189636,,,0.0,,,0.0,223.9852294921875,247.80787658691406,0.2400020956993103,240.1465301513672,264.0285339355469,0.3238958418369293,198.00869750976562,288.1564636230469,0.29045435786247253
,64,2.1027181148529053,519.9498291015625,156.15660095214844,0.5457592010498047,195.9171905517578,392.0900573730469,0.49410101771354675,,,0.0,,,0.0,222.11758422851562,246.022216796875,0.2673386037349701,239.96217346191406,262.0978698730469,0.3347090780735016,,,0.0
,65,2.102275848388672,519.9495239257812,156.15658569335938,0.5458664298057556,195.91427612304688,392.0924377441406,0.49536994099617004,,,0.0,,,0.0,222.11805725097656,246.02224731445312,0.2672554552555084,239.9596710205078,262.0982666015625,0.3348841667175293,,,0.0
